Season,Week,Team ID,Team Name,Opponent ID,Opponent Name,Score,Opponent Score,Is Home,Is Winner,Is Playoff,Is Consolation,Is Bye Week
2020,1,8,Thielen under  The weather ,9.0,DK Summit,113.48,94.58,True,True,False,False,False
2020,1,9,DK Summit,8.0,Thielen under  The weather ,94.58,113.48,False,False,False,False,False
2020,1,11,Attack of Clawmar Jackson,1.0,Mr. Commish Sir,108.4,93.48,True,True,False,False,False
2020,1,1,Mr. Commish Sir,11.0,Attack of Clawmar Jackson,93.48,108.4,False,False,False,False,False
2020,1,5,The Chark Knight Rises,6.0,Andrew Luck Memorial Squad,77.26,107.4,True,False,False,False,False
2020,1,6,Andrew Luck Memorial Squad,5.0,The Chark Knight Rises,107.4,77.26,False,True,False,False,False
2020,1,12,Its literally  too easy,2.0,West Oakland  Raiders,75.46,103.76,True,False,False,False,False
2020,1,2,West Oakland  Raiders,12.0,Its literally  too easy,103.76,75.46,False,True,False,False,False
2020,1,4,?NADO ?,3.0,Jack Goff to a sLutz Landry ,117.04,94.94,True,True,False,False,False
2020,1,3,Jack Goff to a sLutz Landry ,4.0,?NADO ?,94.94,117.04,False,False,False,False,False
2020,1,7,CeeDeez Nutz And Succ On Em,10.0,Rectum Wrecker$$$,87.22,104.2,True,False,False,False,False
2020,1,10,Rectum Wrecker$$$,7.0,CeeDeez Nutz And Succ On Em,104.2,87.22,False,True,False,False,False
2020,2,9,DK Summit,1.0,Mr. Commish Sir,101.02,67.66,True,True,False,False,False
2020,2,1,Mr. Commish Sir,9.0,DK Summit,67.66,101.02,False,False,False,False,False
2020,2,6,Andrew Luck Memorial Squad,8.0,Thielen under  The weather ,89.3,132.6,True,False,False,False,False
2020,2,8,Thielen under  The weather ,6.0,Andrew Luck Memorial Squad,132.6,89.3,False,True,False,False,False
2020,2,5,The Chark Knight Rises,11.0,Attack of Clawmar Jackson,134.92,88.46,True,True,False,False,False
2020,2,11,Attack of Clawmar Jackson,5.0,The Chark Knight Rises,88.46,134.92,False,False,False,False,False
2020,2,2,West Oakland  Raiders,3.0,Jack Goff to a sLutz Landry ,87.36,125.4,True,False,False,False,False
2020,2,3,Jack Goff to a sLutz Landry ,2.0,West Oakland  Raiders,125.4,87.36,False,True,False,False,False
2020,2,10,Rectum Wrecker$$$,12.0,Its literally  too easy,122.22,107.94,True,True,False,False,False
2020,2,12,Its literally  too easy,10.0,Rectum Wrecker$$$,107.94,122.22,False,False,False,False,False
2020,2,7,CeeDeez Nutz And Succ On Em,4.0,?NADO ?,115.18,142.98,True,False,False,False,False
