Season,Week,Team ID,Team Name,Opponent ID,Opponent Name,Score,Opponent Score,Is Home,Is Winner,Is Playoff,Is Consolation,Is Bye Week
2023,1,3,Tank for Caleb,9.0,Meet the Robinson,76.88,95.04,True,False,False,False,False
2023,1,9,Meet the Robinson,3.0,Tank for Caleb,95.04,76.88,False,True,False,False,False
2023,1,6,Andrew Luck Memorial Squad,11.0,2 Coops 1 Kupp,85.92,59.06,True,True,False,False,False
2023,1,11,2 Coops 1 Kupp,6.0,Andrew Luck Memorial Squad,59.06,85.92,False,False,False,False,False
2023,1,7,Them Dawgs ,8.0,Most Herb Freiers,123.34,85.4,True,True,False,False,False
2023,1,8,Most Herb Freiers,7.0,Them Dawgs ,85.4,123.34,False,False,False,False,False
2023,1,10,Rectum Wrecker$$$,4.0,i know ball,82.04,84.56,True,False,False,False,False
2023,1,4,i know ball,10.0,Rectum Wrecker$$$,84.56,82.04,False,True,False,False,False
2023,1,2,The Middle Eastern Situation ,5.0,Florida Men,87.76,113.74,True,False,False,False,False
2023,1,5,Florida Men,2.0,The Middle Eastern Situation ,113.74,87.76,False,True,False,False,False
2023,1,1,Mr. Commish Sir,12.0,Its literally  too easy,66.02,70.94,True,False,False,False,False
2023,1,12,Its literally  too easy,1.0,Mr. Commish Sir,70.94,66.02,False,True,False,False,False
2023,2,9,Meet the Robinson,11.0,2 Coops 1 Kupp,72.84,51.88,True,True,False,False,False
2023,2,11,2 Coops 1 Kupp,9.0,Meet the Robinson,51.88,72.84,False,False,False,False,False
2023,2,8,Most Herb Freiers,3.0,Tank for Caleb,119.32,104.94,True,True,False,False,False
2023,2,3,Tank for Caleb,8.0,Most Herb Freiers,104.94,119.32,False,False,False,False,False
2023,2,7,Them Dawgs ,6.0,Andrew Luck Memorial Squad,82.56,151.24,True,False,False,False,False
2023,2,6,Andrew Luck Memorial Squad,7.0,Them Dawgs ,151.24,82.56,False,True,False,False,False
2023,2,4,i know ball,5.0,Florida Men,103.76,62.04,True,True,False,False,False
2023,2,5,Florida Men,4.0,i know ball,62.04,103.76,False,False,False,False,False
2023,2,12,Its literally  too easy,10.0,Rectum Wrecker$$$,109.2,109.26,True,False,False,False,False
2023,2,10,Rectum Wrecker$$$,12.0,Its literally  too easy,109.26,109.2,False,True,False,False,False
2023,2,1,Mr. Commish Sir,2.0,The Middle Eastern Situation ,69.72,83.7,True,False,False,False,False
2023,2,2,The Middle Eastern Situation ,1.0,Mr. Commish Sir,83.7,69.72,False,True,False,False,False
2023,3,8,Most Herb Freiers,9.0,Meet the Robinson,136.38,74.86,True,True,False,False,False
2023,3,9,Meet the Robinson,8.0,Most Herb Freiers,74.86,136.38,False,False,False,False,False
2023,3,11,2 Coops 1 Kupp,7.0,Them Dawgs ,96.28,92.76,True,True,False,False,False
2023,3,7,Them Dawgs ,11.0,2 Coops 1 Kupp,92.76,96.28,False,False,False,False,False
2023,3,3,Tank for Caleb,6.0,Andrew Luck Memorial Squad,73.34,101.34,True,False,False,False,False
2023,3,6,Andrew Luck Memorial Squad,3.0,Tank for Caleb,101.34,73.34,False,True,False,False,False
2023,3,12,Its literally  too easy,4.0,i know ball,130.98,95.68,True,True,False,False,False
2023,3,4,i know ball,12.0,Its literally  too easy,95.68,130.98,False,False,False,False,False
2023,3,5,Florida Men,1.0,Mr. Commish Sir,108.92,87.92,True,True,False,False,False
